Date,FilingDate,FilingID,Company,Shares,Value,Form,Source,ParserMethod,DateQuality
2017-09-30,2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"CA, Inc.","3,214,535",107301178,485BPOS,SEC,html-text-fallback,reported-as-of
2017-09-30,2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Check Point Software Technologies Ltd.,"1,247,182",142203692,485BPOS,SEC,html-text-fallback,reported-as-of
2017-09-30,2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Citrix Systems, Inc.","1,156,150",88815443,485BPOS,SEC,html-text-fallback,reported-as-of
2017-09-30,2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Electronic Arts, Inc.","2,355,790",278124567,485BPOS,SEC,html-text-fallback,reported-as-of
2017-09-30,2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Intuit, Inc.","1,955,101",277898056,485BPOS,SEC,html-text-fallback,reported-as-of
2017-09-30,2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Microsoft Corp.,"58,772,378",4377954437,485BPOS,SEC,html-text-fallback,reported-as-of
2017-09-30,2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Symantec Corp.,"4,689,306",153856130,485BPOS,SEC,html-text-fallback,reported-as-of
2017-09-30,2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"O&#146;reilly Automotive, Inc.","671,682",144660152,485BPOS,SEC,html-text-fallback,reported-as-of
2017-09-30,2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Ross Stores, Inc.","2,969,675",191751915,485BPOS,SEC,html-text-fallback,reported-as-of
2017-09-30,2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Tractor Supply Co.,"966,772",61187000,485BPOS,SEC,html-text-fallback,reported-as-of
2017-09-30,2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Ulta Beauty, Inc.","468,776",105971502,485BPOS,SEC,html-text-fallback,reported-as-of
2017-09-30,2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"Apple, Inc.","39,413,497",6074408158,485BPOS,SEC,html-text-fallback,reported-as-of
2017-09-30,2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Seagate Technology PLC,"2,196,363",72853361,485BPOS,SEC,html-text-fallback,reported-as-of
2017-09-30,2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Western Digital Corp.,"2,250,096",194408294,485BPOS,SEC,html-text-fallback,reported-as-of
2017-09-30,2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Fastenal Co.,"2,197,431",100158905,485BPOS,SEC,html-text-fallback,reported-as-of
2017-09-30,2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,"T-Mobile    US, Inc.","6,341,371",391008936,485BPOS,SEC,html-text-fallback,reported-as-of
2017-09-30,2018-01-29,2018-01-29_0001193125-18-023862_d423471d485bpos.htm,Vodafone Group PLC ADR,"3,545,726",100911362,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"American Airlines Group, Inc.","3,887,457",160668598,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Tesla, Inc.","1,440,069",381287069,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,Monster Beverage Corp.,"4,664,242",271832024,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"PepsiCo, Inc.","11,939,060",1334786908,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Alexion Pharmaceuticals, Inc.","1,881,351",261526602,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Amgen, Inc.","5,463,995",1132631524,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Biogen, Inc.","1,700,515",600808955,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"BioMarin Pharmaceutical, Inc.","1,499,218",145379169,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,Celgene Corp.,"5,937,555",531351797,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Gilead Sciences, Inc.","10,943,151",844920689,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,Incyte Corp.,"1,794,541",123966892,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Regeneron Pharmaceuticals, Inc.","896,074",362049739,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,Shire PLC ADR,"572,130",103710005,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Vertex Pharmaceuticals, Inc.","2,157,292",415796460,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,Cintas Corp.,"897,203",177475725,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Cisco Systems, Inc.","39,699,756",1931393129,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Apple, Inc.","40,772,214",9203919588,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,Seagate Technology PLC,"2,424,313",114791221,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,Western Digital Corp.,"2,459,477",143977784,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Activision Blizzard, Inc.","6,435,896",535402188,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Electronic Arts, Inc.","2,573,219",310047157,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"NetEase, Inc. ADR","644,350",147072887,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Netflix, Inc.","3,675,907",1375267086,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Take-Two    Interactive Software,   Inc.","960,926",132598179,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Twenty-First Century Fox, Inc., Class A","8,897,905",412239939,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Twenty-First Century Fox, Inc., Class B","6,740,841",308865335,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,Costco Wholesale Corp.,"3,702,071",869542436,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Walgreens Boots Alliance, Inc.","8,377,450",610716105,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,Kraft Heinz Co. (The),"10,292,357",567211795,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Mondelez International, Inc., Class A","12,380,144",531850986,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Align Technology, Inc.","677,986",265241683,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"DENTSPLY Sirona, Inc.","1,876,949",70836055,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Hologic, Inc.","2,297,164",94137781,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"IDEXX Laboratories, Inc.","730,984",182497465,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Intuitive Surgical, Inc.","960,240",551177760,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,Express Scripts Holding Co.,"4,746,142",450930952,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Henry Schein, Inc.","1,292,574",109907567,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,Cerner Corp.,"2,777,290",178885249,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Marriott International, Inc., Class A","2,929,086",386727225,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,Starbucks Corp.,"11,388,525",647323761,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,Wynn Resorts Ltd.,"917,073",116523295,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Alphabet, Inc., Class A","2,523,269",3045787544,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Alphabet, Inc., Class C","2,953,515",3524931547,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Baidu, Inc. ADR","2,369,851",541937527,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Facebook, Inc., Class A","20,358,397",3348141971,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Amazon.com, Inc.","4,117,356",8247064068,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Booking Holdings, Inc.","400,671",794931264,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,Ctrip.com International Ltd. ADR,"3,933,148",146195111,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"eBay, Inc.","8,353,295",275825801,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Expedia Group, Inc.","1,153,548",150514943,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"JD.com, Inc. ADR","7,788,472",203201234,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"MercadoLibre, Inc.","372,783",126921428,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Qurate Retail, Inc.","3,638,570",80812640,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Automatic Data Processing, Inc.","3,698,106",557156650,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Cognizant Technology Solutions Corp., Class A","4,898,112",377889341,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Fiserv, Inc.","3,418,253",281595682,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Paychex, Inc.","3,030,502",223196472,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Paypal Holdings, Inc.","9,991,997",877697017,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Hasbro, Inc.","1,071,596",112646172,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Illumina, Inc.","1,240,912",455489159,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"PACCAR, Inc.","2,959,117",201782188,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Charter Communications, Inc., Class A","1,957,287",637840688,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Comcast Corp., Class A","38,599,096",1366793989,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Liberty Global PLC, Class A","1,743,776",50447440,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Liberty Global PLC, Class C","4,660,419",131237399,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Sirius XM Holdings, Inc.","37,886,679",239443811,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Dollar Tree, Inc.","2,008,231",163771238,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,Mylan NV,"4,352,157",159288946,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Verisk Analytics, Inc.","1,390,415",167614528,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,CSX Corp.,"7,249,784",536846505,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"JB Hunt Transport Services, Inc.","923,029",109785069,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Analog Devices, Inc.","3,137,563",290099075,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Applied Materials, Inc.","8,297,919",320714569,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,ASML Holding NV,"611,304",114937378,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Broadcom, Inc.","3,644,027",899090782,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,Intel Corp.,"38,924,222",1840726459,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,KLA-Tencor    Corp.,"1,317,990",134052763,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,Lam Research Corp.,"1,330,183",201788761,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Maxim Integrated Products, Inc.","2,346,913",132342424,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Microchip Technology, Inc.","1,988,484",156911273,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Micron Technology, Inc.","9,790,623",442829878,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,NVIDIA Corp.,"5,132,419",1442312387,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"QUALCOMM, Inc.","12,401,544",893283214,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Skyworks Solutions, Inc.","1,510,898",137053558,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Texas Instruments, Inc.","8,206,870",880515082,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Xilinx, Inc.","2,134,918",171156376,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Adobe Systems, Inc.","4,133,569",1115856951,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Autodesk, Inc.","1,845,469",288096166,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"CA, Inc.","3,530,001",155849544,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Cadence Design Systems, Inc.","2,387,324",108193524,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,Check Point Software Technologies Ltd.,"1,318,709",155172488,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Citrix Systems, Inc.","1,145,178",127297986,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Intuit, Inc.","2,183,664",496565194,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,Microsoft Corp.,"64,731,916",7403389233,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,Symantec Corp.,"5,246,799",111651883,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Synopsys, Inc.","1,254,354",123691848,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Workday, Inc., Class A","1,232,481",179917576,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"O&#146;Reilly Automotive, Inc.","680,148",236229003,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Ross Stores, Inc.","3,178,649",315004116,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"Ulta Beauty, Inc.","504,480",142323898,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,Fastenal Co.,"2,422,364",140545559,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,"T-Mobile    US, Inc.","7,151,911",501921114,485BPOS,SEC,html-text-fallback,reported-as-of
2018-09-30,2019-01-29,2019-01-29_0001193125-19-021082_d677442d485bpos.htm,Vodafone Group PLC ADR,"4,008,707",86988942,485BPOS,SEC,html-text-fallback,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"American Airlines Group, Inc.",4013267,108237811,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"United Airlines Holdings, Inc. (b)",2315626,204724495,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Tesla, Inc. (b)",1614507,388886301,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,Monster Beverage Corp. (b),4911062,285136260,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"PepsiCo, Inc.",12601824,1727710070,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Alexion Pharmaceuticals, Inc. (b)",2020945,197931353,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Amgen, Inc.",5405178,1045955995,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Biogen, Inc. (b)",1662406,387041365,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"BioMarin Pharmaceutical, Inc. (b)",1617471,109017545,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,Celgene Corp. (b),6387911,634319562,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Gilead Sciences, Inc.",11414591,723456778,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,Incyte Corp. (b),1938443,143890624,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Regeneron Pharmaceuticals, Inc. (b)",973214,269969564,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Vertex Pharmaceuticals, Inc. (b)",2316650,392486843,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,Cintas Corp.,923731,247652281,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Cisco Systems, Inc.",38582510,1906361819,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Xcel Energy, Inc.",4641846,301209387,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Activision Blizzard, Inc.",6913241,365848714,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Electronic Arts, Inc. (b)",2656203,259829777,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"NetEase, Inc., ADR (China)",657574,175033047,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Netflix, Inc. (b)",3946232,1056090608,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Take-Two Interactive Software, Inc. (b)",1020038,127851563,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,Costco Wholesale Corp.,3963791,1142007825,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Walgreens Boots Alliance, Inc.",8140112,450229595,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,Kraft Heinz Co. (The),10995870,307169628,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Mondelez International, Inc., Class A",12998237,719062471,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Align Technology, Inc. (b)",719903,130244851,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"IDEXX Laboratories, Inc. (b)",775957,211005987,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Intuitive Surgical, Inc. (b)",1038811,560885223,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Henry Schein, Inc. (b)",1336288,84854288,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,Cerner Corp.,2869698,195627313,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,"Marriott International, Inc., Class A",2968516,369194335,485BPOS,SEC,html-table,reported-as-of
2019-09-30,2020-01-29,2020-01-29_0001193125-20-018563_d835635d485bpos.htm,Starbucks Corp.,10788645,953931991,485BPOS,SEC,html-table,reported-as-of
